L_bankssts	-0.258573950560147
L_caudalanteriorcingulate	-0.175840104972099
L_caudalmiddlefrontal	-0.309749096243671
L_cuneus	-0.125806921698207
L_entorhinal	0.00972143525248016
L_fusiform	-0.175106223563995
L_inferiorparietal	-0.200076867102527
L_inferiortemporal	-0.21400571945745
L_isthmuscingulate	-0.168848960127672
L_lateraloccipital	-0.0594696793913115
L_lateralorbitofrontal	-0.0684162848832877
L_lingual	-0.128956273564013
L_medialorbitofrontal	-0.175470417421021
L_middletemporal	-0.365613740754875
L_parahippocampal	-0.0432571312245339
L_paracentral	-0.19194029709259
L_parsopercularis	-0.324519886636397
L_parsorbitalis	-0.137133949282789
L_parstriangularis	-0.265824850482231
L_pericalcarine	-0.128753439843335
L_postcentral	-0.258461445852771
L_posteriorcingulate	-0.17392970521062
L_precentral	-0.255589522246611
L_precuneus	-0.174603063191888
L_rostralanteriorcingulate	-0.149003807078447
L_rostralmiddlefrontal	-0.2817071577298
L_superiorfrontal	-0.307779653485553
L_superiorparietal	-0.176043880226455
L_superiortemporal	-0.320790646581726
L_supramarginal	-0.27929430377047
L_frontalpole	-0.157090452794239
L_temporalpole	-0.0269481476132815
L_transversetemporal	-0.17593702041819
L_insula	-0.29043854439543
R_bankssts	-0.286025717363963
R_caudalanteriorcingulate	-0.160841121137131
R_caudalmiddlefrontal	-0.330453422773777
R_cuneus	-0.0677162036521792
R_entorhinal	0.0904946690728979
R_fusiform	-0.15724860037765
R_inferiorparietal	-0.251698940340714
R_inferiortemporal	-0.101495675679287
R_isthmuscingulate	-0.156020597516709
R_lateraloccipital	-0.0587115435235483
R_lateralorbitofrontal	-0.108913971797642
R_lingual	-0.128188770554879
R_medialorbitofrontal	-0.159856887955603
R_middletemporal	-0.287586787961619
R_parahippocampal	-0.0759631532657475
R_paracentral	-0.255325563862139
R_parsopercularis	-0.319338550214495
R_parsorbitalis	-0.178500537475644
R_parstriangularis	-0.297707712902031
R_pericalcarine	-0.0462449344210759
R_postcentral	-0.294693193514036
R_posteriorcingulate	-0.211400377182094
R_precentral	-0.247126815341415
R_precuneus	-0.223430669795079
R_rostralanteriorcingulate	-0.181765015802041
R_rostralmiddlefrontal	-0.237680288062498
R_superiorfrontal	-0.341000392945372
R_superiorparietal	-0.206227271280459
R_superiortemporal	-0.271909643821497
R_supramarginal	-0.297305882547462
R_frontalpole	-0.0973986910996414
R_temporalpole	-0.0226325621810573
R_transversetemporal	-0.130737352495228
R_insula	-0.260031271604455
